Sex,Subject#,Group#,Condition,Rank,Role,Round,Round_centred,Proposer_Keep,Proposer_Send,Responder_decision,Responder_attempted_reject,Rejected_offer,Reject_occur,Reject_alt,Rminus1_Reject,Earnings,filter_$,GreedyOffer,EqualOffer,Grip_strength
female,215,54,Hard,2,Responder,4,1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,215,54,Hard,2,Responder,5,2,60,40,,No,,No,No,No,13.3,Not Selected,Yes,No,
female,215,54,Hard,2,Responder,6,3,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,7,4,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,8,5,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,215,54,Hard,2,Responder,9,6,20,80,,No,,No,No,No,26.7,Not Selected,No,Yes,
female,215,54,Hard,2,Responder,10,7,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,11,8,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,12,9,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,215,54,Hard,2,Responder,13,10,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,215,54,Hard,2,Responder,14,11,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,15,12,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,16,13,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,17,14,20,80,,No,,No,No,No,26.7,Not Selected,No,Yes,
female,215,54,Hard,2,Responder,18,15,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,215,54,Hard,2,Responder,19,16,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,215,54,Hard,2,Responder,20,17,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,216,54,Hard,3,Responder,2,-1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,216,54,Hard,3,Responder,3,0,40,60,7,Yes,60,No,No,No,13,Not Selected,No,No,
female,216,54,Hard,3,Responder,4,1,40,60,1,Yes,60,No,No,No,19,Not Selected,No,No,
female,216,54,Hard,3,Responder,5,2,60,40,,No,,No,No,No,13.3,Not Selected,Yes,No,
female,216,54,Hard,3,Responder,6,3,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,7,4,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,8,5,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,216,54,Hard,3,Responder,9,6,20,80,,No,,No,No,No,26.7,Not Selected,No,Yes,
female,216,54,Hard,3,Responder,10,7,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,11,8,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,12,9,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,216,54,Hard,3,Responder,13,10,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,216,54,Hard,3,Responder,14,11,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,15,12,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,16,13,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,17,14,20,80,,No,,No,No,No,26.7,Not Selected,No,Yes,
female,216,54,Hard,3,Responder,18,15,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,216,54,Hard,3,Responder,19,16,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
female,216,54,Hard,3,Responder,20,17,50,50,,No,,No,No,No,16.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,217,55,Hard,4,Responder,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,217,55,Hard,4,Responder,3,0,40,60,7,Yes,60,No,No,No,13,Not Selected,No,No,
male,217,55,Hard,4,Responder,4,1,35,65,10,Yes,65,No,No,No,11.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,5,2,30,70,3,Yes,70,No,No,No,20.3,Not Selected,No,Yes,
male,217,55,Hard,4,Responder,6,3,35,65,2,Yes,65,No,No,No,19.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,7,4,35,65,10,Yes,65,No,No,No,11.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,8,5,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,10,7,35,65,10,Yes,65,No,No,No,11.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,11,8,35,65,8,Yes,65,No,No,No,13.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,12,9,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,14,11,37,63,10,Yes,63,No,No,No,11,Not Selected,No,No,
male,217,55,Hard,4,Responder,15,12,36,64,5,Yes,64,No,No,No,16.3,Not Selected,No,No,
male,217,55,Hard,4,Responder,16,13,35,65,7,Yes,65,No,No,No,14.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,17,14,37,63,,No,,No,No,No,21,Not Selected,No,No,
male,217,55,Hard,4,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,217,55,Hard,4,Responder,19,16,37,63,,No,,No,No,No,21,Not Selected,No,No,
male,217,55,Hard,4,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,218,55,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
male,218,55,Hard,1,Proposer,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,218,55,Hard,1,Proposer,3,0,40,60,,No,,No,No,No,40,Selected,No,No,
male,218,55,Hard,1,Proposer,4,1,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,5,2,30,70,,No,,No,No,No,30,Selected,No,Yes,
male,218,55,Hard,1,Proposer,6,3,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,7,4,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,8,5,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,9,6,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,10,7,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,11,8,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,12,9,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,13,10,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,14,11,37,63,,No,,No,No,No,37,Selected,No,No,
male,218,55,Hard,1,Proposer,15,12,36,64,,No,,No,No,No,36,Selected,No,No,
male,218,55,Hard,1,Proposer,16,13,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,17,14,37,63,,No,,No,No,No,37,Selected,No,No,
male,218,55,Hard,1,Proposer,18,15,35,65,,No,,No,No,No,35,Selected,No,No,
male,218,55,Hard,1,Proposer,19,16,37,63,,No,,No,No,No,37,Selected,No,No,
male,218,55,Hard,1,Proposer,20,17,35,65,,No,,No,No,No,35,Selected,No,No,
female,219,55,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,219,55,Hard,2,Responder,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,219,55,Hard,2,Responder,3,0,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,219,55,Hard,2,Responder,4,1,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,5,2,30,70,5,Yes,70,No,No,No,18.3,Not Selected,No,Yes,
female,219,55,Hard,2,Responder,6,3,35,65,7,Yes,65,No,No,No,14.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,7,4,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,8,5,35,65,6,Yes,65,No,No,No,15.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,10,7,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,11,8,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,12,9,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,14,11,37,63,,No,,No,No,No,21,Not Selected,No,No,
female,219,55,Hard,2,Responder,15,12,36,64,,No,,No,No,No,21.3,Not Selected,No,No,
female,219,55,Hard,2,Responder,16,13,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,17,14,37,63,2,Yes,63,No,No,No,19,Not Selected,No,No,
female,219,55,Hard,2,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,219,55,Hard,2,Responder,19,16,37,63,,No,,No,No,No,21,Not Selected,No,No,
female,219,55,Hard,2,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,220,55,Hard,3,Responder,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,220,55,Hard,3,Responder,3,0,40,60,2,Yes,60,No,No,No,18,Not Selected,No,No,
male,220,55,Hard,3,Responder,4,1,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,5,2,30,70,7,Yes,70,No,No,No,16.3,Not Selected,No,Yes,
male,220,55,Hard,3,Responder,6,3,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,7,4,35,65,9,Yes,65,No,No,No,12.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,8,5,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,10,7,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,11,8,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,12,9,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,14,11,37,63,,No,,No,No,No,21,Not Selected,No,No,
male,220,55,Hard,3,Responder,15,12,36,64,,No,,No,No,No,21.3,Not Selected,No,No,
male,220,55,Hard,3,Responder,16,13,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,17,14,37,63,,No,,No,No,No,21,Not Selected,No,No,
male,220,55,Hard,3,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,220,55,Hard,3,Responder,19,16,37,63,,No,,No,No,No,21,Not Selected,No,No,
male,220,55,Hard,3,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
male,221,56,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
male,221,56,Hard,1,Proposer,2,-1,70,30,,No,,No,No,No,70,Not Selected,Yes,No,
male,221,56,Hard,1,Proposer,3,0,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,4,1,40,60,,No,,No,No,No,40,Selected,No,No,
male,221,56,Hard,1,Proposer,5,2,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,6,3,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,7,4,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,8,5,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,9,6,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,10,7,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,11,8,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,12,9,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,13,10,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,14,11,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,15,12,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,16,13,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,17,14,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,18,15,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,19,16,70,30,,No,,No,No,No,70,Selected,Yes,No,
male,221,56,Hard,1,Proposer,20,17,70,30,,No,,Yes,Yes,No,0,Selected,Yes,No,
female,222,56,Hard,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,3,0,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,4,1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,222,56,Hard,4,Responder,5,2,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,6,3,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,7,4,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,8,5,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,9,6,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,10,7,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,11,8,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,12,9,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,13,10,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,14,11,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,15,12,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,16,13,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,17,14,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,18,15,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,19,16,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,222,56,Hard,4,Responder,20,17,70,30,10,Yes,30,Yes,Yes,No,0,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,3,0,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,4,1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,223,56,Hard,3,Responder,5,2,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,6,3,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,7,4,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,8,5,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,9,6,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,10,7,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,11,8,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,12,9,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,13,10,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,14,11,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,15,12,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,16,13,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,17,14,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,18,15,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,19,16,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,223,56,Hard,3,Responder,20,17,70,30,,No,,Yes,Yes,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,3,0,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,4,1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,224,56,Hard,2,Responder,5,2,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,6,3,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,7,4,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,8,5,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,9,6,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,10,7,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,11,8,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,12,9,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,13,10,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,14,11,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,15,12,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,16,13,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,17,14,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,18,15,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,19,16,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
female,224,56,Hard,2,Responder,20,17,70,30,10,Yes,30,Yes,Yes,No,0,Not Selected,Yes,No,
female,225,57,Control,1,Proposer,1,-2,70,30,,Yes,30,,No,No,70,Not Selected,Yes,No,29.5
female,225,57,Control,1,Proposer,2,-1,70,30,,Yes,30,,No,No,70,Not Selected,Yes,No,53.5
female,225,57,Control,1,Proposer,3,0,70,30,,Yes,30,,No,No,70,Selected,Yes,No,42.5
female,225,57,Control,1,Proposer,4,1,70,30,,Yes,30,,No,No,70,Selected,Yes,No,55
female,225,57,Control,1,Proposer,5,2,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,6,3,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,7,4,10,90,,Yes,90,,No,No,10,Selected,No,No,
female,225,57,Control,1,Proposer,8,5,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,9,6,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,10,7,40,60,,Yes,60,,No,No,40,Selected,No,No,
female,225,57,Control,1,Proposer,11,8,40,60,,Yes,60,,No,No,40,Selected,No,No,
female,225,57,Control,1,Proposer,12,9,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,13,10,0,100,,Yes,100,,No,No,0,Selected,No,No,
female,225,57,Control,1,Proposer,14,11,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,15,12,70,30,,Yes,30,,No,No,70,Selected,Yes,No,
female,225,57,Control,1,Proposer,16,13,67,33,,Yes,33,,No,No,67,Selected,Yes,No,
female,225,57,Control,1,Proposer,17,14,8,92,,Yes,92,,No,No,8,Selected,No,No,
female,225,57,Control,1,Proposer,18,15,65,35,,Yes,35,,No,No,65,Selected,Yes,No,
female,225,57,Control,1,Proposer,19,16,50,50,,Yes,50,,No,No,50,Selected,No,No,
female,225,57,Control,1,Proposer,20,17,25,75,,Yes,75,,No,No,25,Selected,No,Yes,
female,226,57,Control,3,Responder,1,-2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,37.8
female,226,57,Control,3,Responder,2,-1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,55.1
female,226,57,Control,3,Responder,3,0,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,64.4
female,226,57,Control,3,Responder,4,1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,36.5
female,226,57,Control,3,Responder,5,2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,6,3,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,7,4,10,90,,Yes,90,,No,,30,Not Selected,No,No,
female,226,57,Control,3,Responder,8,5,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,9,6,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,10,7,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,226,57,Control,3,Responder,11,8,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,226,57,Control,3,Responder,12,9,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,13,10,0,100,,Yes,100,,No,,33.3,Not Selected,No,No,
female,226,57,Control,3,Responder,14,11,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,15,12,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,226,57,Control,3,Responder,16,13,67,33,,Yes,33,,No,,11,Not Selected,Yes,No,
female,226,57,Control,3,Responder,17,14,8,92,,Yes,92,,No,,30.7,Not Selected,No,No,
female,226,57,Control,3,Responder,18,15,65,35,,Yes,35,,No,,11.7,Not Selected,Yes,No,
female,226,57,Control,3,Responder,19,16,50,50,,Yes,50,,No,,16.7,Not Selected,No,No,
female,226,57,Control,3,Responder,20,17,25,75,,Yes,75,,No,,25,Not Selected,No,Yes,
female,227,57,Control,4,Responder,1,-2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,20
female,227,57,Control,4,Responder,2,-1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,51.3
female,227,57,Control,4,Responder,3,0,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,43.9
female,227,57,Control,4,Responder,4,1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,39
female,227,57,Control,4,Responder,5,2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,6,3,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,7,4,10,90,,Yes,90,,No,,30,Not Selected,No,No,
female,227,57,Control,4,Responder,8,5,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,9,6,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,10,7,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,227,57,Control,4,Responder,11,8,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,227,57,Control,4,Responder,12,9,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,13,10,0,100,,Yes,100,,No,,33.3,Not Selected,No,No,
female,227,57,Control,4,Responder,14,11,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,15,12,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,227,57,Control,4,Responder,16,13,67,33,,Yes,33,,No,,11,Not Selected,Yes,No,
female,227,57,Control,4,Responder,17,14,8,92,,Yes,92,,No,,30.7,Not Selected,No,No,
female,227,57,Control,4,Responder,18,15,65,35,,Yes,35,,No,,11.7,Not Selected,Yes,No,
female,227,57,Control,4,Responder,19,16,50,50,,Yes,50,,No,,16.7,Not Selected,No,No,
female,227,57,Control,4,Responder,20,17,25,75,,Yes,75,,No,,25,Not Selected,No,Yes,
female,228,57,Control,2,Responder,1,-2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,43.2
female,228,57,Control,2,Responder,2,-1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,59.3
female,228,57,Control,2,Responder,3,0,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,46.4
female,228,57,Control,2,Responder,4,1,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,54.7
female,228,57,Control,2,Responder,5,2,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,6,3,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,7,4,10,90,,Yes,90,,No,,30,Not Selected,No,No,
female,228,57,Control,2,Responder,8,5,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,9,6,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,10,7,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,228,57,Control,2,Responder,11,8,40,60,,Yes,60,,No,,20,Not Selected,No,No,
female,228,57,Control,2,Responder,12,9,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,13,10,0,100,,Yes,100,,No,,33.3,Not Selected,No,No,
female,228,57,Control,2,Responder,14,11,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,15,12,70,30,,Yes,30,,No,,10,Not Selected,Yes,No,
female,228,57,Control,2,Responder,16,13,67,33,,Yes,33,,No,,11,Not Selected,Yes,No,
female,228,57,Control,2,Responder,17,14,8,92,,Yes,92,,No,,30.7,Not Selected,No,No,
female,228,57,Control,2,Responder,18,15,65,35,,Yes,35,,No,,11.7,Not Selected,Yes,No,
female,228,57,Control,2,Responder,19,16,50,50,,Yes,50,,No,,16.7,Not Selected,No,No,
female,228,57,Control,2,Responder,20,17,25,75,,Yes,75,,No,,25,Not Selected,No,Yes,
male,229,58,Control,1,Proposer,1,-2,70,30,,Yes,30,,No,No,70,Not Selected,Yes,No,37.1
male,229,58,Control,1,Proposer,2,-1,70,30,,Yes,30,,No,No,70,Not Selected,Yes,No,32.5
male,229,58,Control,1,Proposer,3,0,60,40,,Yes,40,,No,No,60,Selected,Yes,No,39.1
