CaseNumber,IPAddress,DurationInMins,GroupSize,Mechanism,Cooperation,ExpCo,Nother,ExpCoP,PercEffi,conflict1,conflict2,conflict2r,conflict3,conflict4,conflict4r,conflict5,conflict6,conflict6r,Conflict,IR1_Q1,IR1_Q2,IR2_Q1,IR2_Q2,IR3_Q1,IR3_Q2,IR4_Q1,IR4_Q2,PunishQ1_1,PunishQ1_2,PunishQ1_3,PunishQ1_4,PunishQ2_1,PunishQ2_2,PunishQ2_3,PunishQ2_4,PunishQ3_1,PunishQ3_2,PunishQ3_3,PunishQ3_4,PunishQ4_1,PunishQ4_2,PunishQ4_3,PunishQ4_4,Age,Gender
876,108.20.153.90,5.366666666666666,20-person group,reputation,contribute 20,15,19,0.7894736842105263,6,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.3333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,25,Female
877,76.84.68.134,5.366666666666666,40-person group,control,contribute 20,33,39,0.8461538461538461,4,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly agree
4
",2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,33,Male
878,68.51.72.105,5.366666666666666,40-person group,control,contribute 20,3,39,0.07692307692307693,4,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,33,Male
879,75.114.55.151,5.366666666666666,20-person group,reputation,contribute 20,16,19,0.8421052631578947,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.5,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,34,Male
880,68.44.240.54,5.35,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,3,3,4,,24,Female
881,100.15.94.207,5.333333333333333,40-person group,reputation,contribute 20,10,39,0.2564102564102564,3,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly agree
4
",2,3.6666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,27,Female
882,209.169.80.139,5.333333333333333,20-person group,control,contribute 20,9,19,0.47368421052631576,4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,"completely agree
5
","slightly disagree
2
",4,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,28,Male
883,173.175.232.145,5.333333333333333,40-person group,reputation,contribute 20,10,39,0.2564102564102564,1,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,5,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,31,Female
884,69.77.237.153,5.333333333333333,4-person group,control,contribute 0,2,3,0.6666666666666666,5,"neutral
3
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,38,Female
885,67.162.204.251,5.316666666666666,20-person group,reputation,contribute 20,9,19,0.47368421052631576,4,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,29,Male
886,129.170.120.181,5.316666666666666,4-person group,control,contribute 0,1,3,0.3333333333333333,2,"completely disagree
1
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,31,Male
887,216.64.244.207,5.316666666666666,40-person group,reputation,contribute 20,20,39,0.5128205128205128,4,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3.3333333333333335,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,36,Male
888,50.107.79.1,5.316666666666666,40-person group,punishment,contribute 20,30,39,0.7692307692307693,7,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.3333333333333333,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,3,1,36,Female
889,98.25.236.32,5.3,20-person group,control,contribute 0,10,19,0.5263157894736842,5,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,32,Male
890,76.21.207.96,5.3,20-person group,punishment,contribute 20,16,19,0.8421052631578947,5,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3,,,,,,,,,3,4,2,1,4,3,2,1,4,0,0,6,0,0,0,10,33,Male
891,67.44.224.183,5.283333333333333,20-person group,punishment,contribute 20,2,19,0.10526315789473684,5,"slightly agree
4
","completely agree
5
",1,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,,,,,,,,,3,2,5,0,4,1,5,0,5,3,2,0,0,5,3,2,25,Female
892,71.186.219.228,5.283333333333333,20-person group,control,contribute 20,15,19,0.7894736842105263,7,"completely agree
5
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,2,,,,,,,,,,,,,,,,,,,,,,,,,34,Male
893,184.89.70.67,5.283333333333333,40-person group,reputation,contribute 20,30,39,0.7692307692307693,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,35,Female
894,172.8.86.125,5.266666666666667,4-person group,control,contribute 0,1,3,0.3333333333333333,3,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,28,Female
895,50.107.166.154,5.266666666666667,40-person group,control,contribute 0,5,39,0.1282051282051282,3,"completely agree
5
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","completely agree
5
",1,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,31,Male
896,65.33.237.11,5.266666666666667,40-person group,control,contribute 20,16,39,0.41025641025641024,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,36,Female
897,216.70.29.156,5.25,40-person group,reputation,contribute 20,13,39,0.3333333333333333,4,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,1.8333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,22,Female
898,208.199.31.11,5.25,20-person group,reputation,contribute 20,15,19,0.7894736842105263,6,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,1.6666666666666667,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,28,Male
899,97.121.206.204,5.25,20-person group,punishment,contribute 20,14,19,0.7368421052631579,5,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,3,,,,,,,,,0,0,0,10,0,0,0,10,0,5,5,0,3,3,4,0,34,Female
900,179.69.221.117,5.25,20-person group,control,contribute 0,0,19,0,2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,42,Male
901,72.168.145.49,5.233333333333333,4-person group,control,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,26,Female
902,76.175.146.7,5.216666666666667,40-person group,control,contribute 20,39,39,1,5,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,21,Female
903,198.232.211.130,5.216666666666667,20-person group,control,contribute 20,9,19,0.47368421052631576,7,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly disagree
2
",4,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,32,Male
904,174.218.5.229,5.216666666666667,4-person group,reputation,contribute 0,1,3,0.3333333333333333,2,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.6666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,34,Male
905,73.102.52.177,5.2,40-person group,reputation,contribute 20,24,39,0.6153846153846154,5,"slightly agree
4
","slightly agree
4
",2,"completely disagree
1
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,2.5,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,21,Male
906,24.248.252.122,5.183333333333334,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,29,Male
907,67.7.55.44,5.166666666666667,4-person group,control,contribute 20,2,3,0.6666666666666666,3,"slightly disagree
2
","completely disagree
1
",5,"slightly agree
4
","completely disagree
1
",5,"slightly agree
4
","slightly disagree
2
",4,4,,,,,,,,,,,,,,,,,,,,,,,,,26,Female
908,174.206.36.131,5.166666666666667,20-person group,reputation,contribute 0,3,19,0.15789473684210525,2,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly agree
4
",2,3.5,Member 2 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,28,Female
909,205.215.216.15,5.166666666666667,20-person group,control,contribute 20,17,19,0.8947368421052632,7,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
910,174.55.211.118,5.15,40-person group,control,contribute 0,10,39,0.2564102564102564,2,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,"slightly agree
4
","slightly disagree
2
",4,4,,,,,,,,,,,,,,,,,,,,,,,,,22,Female
911,76.191.22.176,5.133333333333334,20-person group,control,contribute 0,8,19,0.42105263157894735,3,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"completely agree
5
","neutral
3
",3,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,20,Female
912,71.231.254.115,5.116666666666666,40-person group,reputation,contribute 20,25,39,0.6410256410256411,4,"slightly disagree
2
","slightly agree
4
",2,"completely agree
5
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,24,Male
913,98.164.78.211,5.116666666666666,40-person group,control,contribute 20,15,39,0.38461538461538464,5,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
914,23.124.67.210,5.116666666666666,40-person group,control,contribute 20,14,39,0.358974358974359,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,38,Female
915,73.98.184.194,5.116666666666666,20-person group,punishment,contribute 0,6,19,0.3157894736842105,3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,39,Male
916,73.222.251.171,5.1,40-person group,punishment,contribute 20,20,39,0.5128205128205128,4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly agree
4
",2,"slightly agree
4
","slightly disagree
2
",4,3.8333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,23,Male
917,108.223.22.127,5.1,4-person group,reputation,contribute 20,3,3,1,5,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,35,Female
918,172.56.27.186,5.1,40-person group,control,contribute 20,30,39,0.7692307692307693,7,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,37,Male
919,71.53.238.224,5.083333333333333,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,23,Female
920,104.12.37.231,5.083333333333333,20-person group,control,contribute 20,10,19,0.5263157894736842,2,"slightly disagree
2
","completely agree
5
",1,"slightly agree
4
","slightly disagree
2
",4,"completely disagree
1
","completely agree
5
",1,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,34,Female
921,68.9.68.104,5.066666666666666,20-person group,punishment,contribute 0,5,19,0.2631578947368421,4,"neutral
3
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,"slightly disagree
2
","neutral
3
",3,2.6666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,24,Female
922,162.243.36.39,5.066666666666666,40-person group,reputation,contribute 20,1,39,0.02564102564102564,6,"slightly agree
4
","completely agree
5
",1,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,3,I choose no one,,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,28,Female
923,49.34.146.196,5.066666666666666,40-person group,control,contribute 0,17,39,0.4358974358974359,4,"slightly agree
4
","completely agree
5
",1,"completely agree
5
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,3,,,,,,,,,,,,,,,,,,,,,,,,,29,Female
924,174.77.93.179,5.066666666666666,20-person group,punishment,contribute 20,10,19,0.5263157894736842,4,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,31,Female
925,209.237.81.27,5.066666666666666,4-person group,reputation,contribute 20,1,3,0.3333333333333333,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,44,Female
926,172.58.43.178,5.066666666666666,4-person group,reputation,contribute 0,2,3,0.6666666666666666,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.3333333333333335,I choose no one,,I choose no one,,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,45,Female
927,72.10.212.194,5.05,4-person group,control,contribute 20,1,3,0.3333333333333333,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,24,Male
928,108.68.91.214,5.05,40-person group,control,contribute 0,20,39,0.5128205128205128,4,"completely agree
5
","completely disagree
1
",5,"slightly agree
4
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,4.833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,26,Female
929,73.48.197.32,5.05,40-person group,control,contribute 0,4,39,0.10256410256410256,1,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,34,Female
930,72.216.121.253,5.033333333333333,40-person group,control,contribute 20,30,39,0.7692307692307693,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,24,Female
931,108.237.229.205,5.033333333333333,4-person group,reputation,contribute 0,2,3,0.6666666666666666,4,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,I choose no one,,I choose no one,,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,25,Female
932,142.196.15.248,5.033333333333333,40-person group,control,contribute 0,10,39,0.2564102564102564,3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4,,,,,,,,,,,,,,,,,,,,,,,,,38,Male
933,96.57.65.98,5.016666666666667,40-person group,control,contribute 0,30,39,0.7692307692307693,5,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","slightly agree
4
",2,3,,,,,,,,,,,,,,,,,,,,,,,,,36,Male
934,73.82.119.154,5,4-person group,control,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,27,Female
935,107.77.206.25,5,20-person group,punishment,contribute 0,5,19,0.2631578947368421,3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,32,Female
936,70.36.157.18,5,4-person group,control,contribute 20,2,3,0.6666666666666666,4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,"slightly agree
4
","neutral
3
",3,4,,,,,,,,,,,,,,,,,,,,,,,,,35,Female
937,24.247.53.56,5,4-person group,control,contribute 0,1,3,0.3333333333333333,3,"completely disagree
1
","slightly disagree
2
",4,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,46,Male
938,131.118.204.210,4.983333333333333,4-person group,control,contribute 0,1,3,0.3333333333333333,2,"slightly agree
4
","completely disagree
1
",5,"completely agree
5
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,20,Female
939,73.162.191.176,4.983333333333333,20-person group,control,contribute 20,15,19,0.7894736842105263,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,37,Male
940,75.128.183.238,4.966666666666667,40-person group,punishment,contribute 0,0,39,0,4,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,33,Female
941,69.92.193.58,4.966666666666667,4-person group,control,contribute 20,3,3,1,7,"completely disagree
1
","neutral
3
",3,"completely disagree
1
","completely disagree
1
",5,"completely disagree
1
","completely disagree
1
",5,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,34,Female
942,186.89.122.60,4.95,20-person group,control,contribute 20,7,19,0.3684210526315789,5,"neutral
3
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"neutral
3
","neutral
3
",3,3.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,20,Female
943,73.243.26.125,4.95,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,21,Male
944,170.52.14.190,4.95,20-person group,control,contribute 20,5,19,0.2631578947368421,3,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,36,Female
945,172.220.178.184,4.95,4-person group,control,contribute 20,3,3,1,5,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,44,Female
946,174.61.119.105,4.933333333333334,40-person group,punishment,contribute 0,11,39,0.28205128205128205,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.6666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,24,Female
947,24.34.225.80,4.933333333333334,4-person group,punishment,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.3333333333333333,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,4,0,30,Male
948,24.129.254.99,4.933333333333334,40-person group,punishment,contribute 20,35,39,0.8974358974358975,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,42,Male
949,98.23.72.66,4.916666666666667,4-person group,control,contribute 20,2,3,0.6666666666666666,3,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","neutral
3
",3,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
950,24.90.62.116,4.916666666666667,4-person group,control,contribute 20,2,3,0.6666666666666666,6,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,41,Female
951,174.234.136.59,4.9,40-person group,punishment,contribute 20,16,39,0.41025641025641024,5,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,5,5,0,3,3,4,0,33,Male
952,184.204.233.177,4.883333333333334,4-person group,control,contribute 0,3,3,1,4,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","slightly disagree
2
",4,"neutral
3
","slightly disagree
2
",4,3,,,,,,,,,,,,,,,,,,,,,,,,,24,Female
953,50.249.29.185,4.883333333333334,20-person group,punishment,contribute 0,2,19,0.10526315789473684,1,"completely disagree
1
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,4.333333333333333,,,,,,,,,3,3,4,0,4,3,3,0,0,5,5,0,3,3,4,0,33,Male
954,76.18.253.85,4.883333333333334,20-person group,control,contribute 20,4,19,0.21052631578947367,7,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
955,73.225.241.108,4.866666666666666,4-person group,control,contribute 0,1,3,0.3333333333333333,2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly disagree
2
",4,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,23,Male
956,206.255.209.119,4.866666666666666,20-person group,reputation,contribute 0,6,19,0.3157894736842105,6,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.5,I choose no one,,Member 3 (contribute 0 tokens),6 tokens,I choose no one,,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,26,Male
957,73.84.80.57,4.85,40-person group,control,contribute 0,18,39,0.46153846153846156,4,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,"neutral
3
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
958,142.197.12.94,4.833333333333333,40-person group,control,contribute 0,8,39,0.20512820512820512,2,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","completely agree
5
",1,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,23,Male
959,67.166.136.32,4.833333333333333,20-person group,punishment,contribute 0,5,19,0.2631578947368421,1,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,,,,10,0,0,0,10,0,0,0,10,0,0,0,10,24,Male
