Soc_Ref,Persec,Paranoia,Age,Gender,earnmore,harmme,frame,frame_bin,fairness,fair_bin,believe_real,similarHITS,role,role_bin,,Key,
19,18,37,50,Female,100,12,give,0,stingy,1,4,3,receiver,1,,,
52,30,82,36,Female,100,0,take,1,stingy,1,4,4,receiver,1,,,
32,19,51,22,Male,80,65,give,0,stingy,1,4,2,receiver,1,,,
29,18,47,34,Male,92,0,give,0,stingy,1,3,4,receiver,1,,,
17,16,33,35,Male,0,2,give,0,fair,0,5,4,receiver,1,,,
16,16,32,27,Male,100,100,take,1,stingy,1,5,3,receiver,1,,,
34,40,74,32,Male,21,0,give,0,fair,0,3,4,receiver,1,,,
72,29,101,22,Male,100,0,take,1,stingy,1,5,4,receiver,1,,,
19,16,35,48,Male,79,28,take,1,stingy,1,4,4,receiver,1,,,
30,17,47,31,Female,18,0,give,0,fair,0,5,3,receiver,1,,,
65,61,126,31,Male,100,10,give,0,stingy,1,2,1,receiver,1,,,
21,16,37,30,Female,75,9,take,1,stingy,1,5,1,receiver,1,,,
18,16,34,26,Female,62,0,give,0,fair,0,4,3,receiver,1,,,
16,16,32,50,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,35,Female,100,11,take,1,fair,0,4,3,receiver,1,,,
16,16,32,51,Female,93,10,take,1,stingy,1,2,3,receiver,1,,,
19,16,35,52,Female,19,22,give,0,fair,0,3,5,receiver,1,,,
63,59,122,37,Male,100,0,take,1,fair,0,1,3,receiver,1,,,
31,20,51,34,Male,98,3,give,0,stingy,1,5,2,receiver,1,,,
32,34,66,33,Male,100,62,give,0,stingy,1,2,4,receiver,1,,,
27,23,50,36,Female,100,100,take,1,stingy,1,3,2,receiver,1,,,
22,22,44,63,Female,64,16,take,1,fair,0,5,4,receiver,1,,,
21,17,38,39,Female,30,19,take,1,fair,0,5,2,receiver,1,,,
34,17,51,45,Male,100,24,give,0,stingy,1,1,3,receiver,1,,,
43,27,70,28,Female,52,51,take,1,fair,0,1,3,receiver,1,,,
38,19,57,56,Female,100,18,take,1,stingy,1,4,3,receiver,1,,,
52,50,102,29,Female,83,24,take,1,stingy,1,3,4,receiver,1,,,
16,16,32,39,Male,61,39,take,1,fair,0,2,1,receiver,1,,,
35,28,63,39,Male,88,11,give,0,stingy,1,3,2,receiver,1,,,
45,17,62,26,Female,100,0,take,1,fair,0,4,3,receiver,1,,,
23,19,42,30,Female,100,0,take,1,stingy,1,5,2,receiver,1,,,
23,21,44,26,Female,100,0,give,0,stingy,1,5,2,receiver,1,,,
23,17,40,60,Female,91,10,give,0,stingy,1,5,2,receiver,1,,,
17,17,34,34,Female,61,27,take,1,fair,0,4,3,receiver,1,,,
51,55,106,42,Female,84,16,give,0,fair,0,2,3,receiver,1,,,
18,16,34,44,Female,100,0,take,1,fair,0,5,2,receiver,1,,,
21,17,38,28,Male,91,5,give,0,stingy,1,4,4,receiver,1,,,
19,16,35,35,Male,100,23,give,0,stingy,1,2,4,receiver,1,,,
18,17,35,28,Male,100,0,take,1,stingy,1,5,4,receiver,1,,,
17,16,33,57,Female,9,9,take,1,fair,0,5,5,receiver,1,,,
38,33,71,25,Male,86,15,give,0,fair,0,4,4,receiver,1,,,
31,28,59,27,Male,100,50,give,0,stingy,1,5,4,receiver,1,,,
17,16,33,53,Male,17,17,give,0,fair,0,2,3,receiver,1,,,
20,16,36,38,Male,20,4,give,0,fair,0,3,4,receiver,1,,,
17,17,34,33,Male,77,30,take,1,fair,0,3,3,receiver,1,,,
24,16,40,49,Female,31,31,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,48,Female,55,0,give,0,fair,0,5,4,receiver,1,,,
27,39,66,57,Female,100,100,give,0,stingy,1,3,4,receiver,1,,,
55,48,103,32,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
27,17,44,33,Female,39,40,give,0,fair,0,4,4,receiver,1,,,
21,20,41,31,Male,68,6,take,1,fair,0,4,3,receiver,1,,,
16,16,32,45,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
45,53,98,25,Male,59,44,take,1,stingy,1,3,3,receiver,1,,,
80,80,160,36,Male,100,85,take,1,stingy,1,5,4,receiver,1,,,
19,16,35,39,Male,100,0,give,0,fair,0,4,2,receiver,1,,,
16,16,32,33,Female,0,0,give,0,stingy,1,5,5,receiver,1,,,
16,16,32,45,Male,100,100,take,1,fair,0,1,4,receiver,1,,,
27,26,53,26,Male,98,6,take,1,stingy,1,4,3,receiver,1,,,
26,18,44,41,Male,100,0,give,0,stingy,1,4,4,receiver,1,,,
21,18,39,34,Male,84,14,take,1,fair,0,5,2,receiver,1,,,
19,20,39,33,Female,100,36,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,26,Female,25,14,take,1,fair,0,5,2,receiver,1,,,
17,16,33,34,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
23,21,44,30,Male,89,8,take,1,stingy,1,4,1,receiver,1,,,
40,26,66,36,Female,19,38,take,1,fair,0,4,4,receiver,1,,,
38,23,61,35,Male,78,0,give,0,fair,0,2,3,receiver,1,,,
32,20,52,34,Female,100,0,take,1,stingy,1,1,4,receiver,1,,,
38,36,74,30,Female,100,0,take,1,stingy,1,2,2,receiver,1,,,
17,19,36,25,Female,74,22,take,1,fair,0,4,4,receiver,1,,,
26,21,47,23,Male,13,0,give,0,fair,0,2,5,receiver,1,,,
21,16,37,25,Male,85,6,take,1,stingy,1,2,4,receiver,1,,,
17,16,33,29,Male,100,19,take,1,stingy,1,5,3,receiver,1,,,
55,52,107,21,Male,76,76,give,0,fair,0,4,3,receiver,1,,,
25,16,41,45,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
20,17,37,43,Male,72,0,give,0,fair,0,5,3,receiver,1,,,
39,16,55,53,Female,49,51,give,0,fair,0,3,3,receiver,1,,,
29,47,76,57,Female,1,74,take,1,fair,0,5,2,receiver,1,,,
18,16,34,25,Female,100,0,take,1,stingy,1,1,4,receiver,1,,,
17,16,33,58,Female,100,33,give,0,stingy,1,5,1,receiver,1,,,
30,19,49,42,Male,11,16,give,0,fair,0,2,1,receiver,1,,,
17,16,33,40,Male,100,8,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,28,Female,0,0,give,0,fair,0,2,3,receiver,1,,,
22,19,41,30,Male,100,0,take,1,stingy,1,2,4,receiver,1,,,
20,17,37,24,Male,100,0,give,0,stingy,1,5,4,receiver,1,,,
44,37,81,24,Male,100,100,give,0,stingy,1,1,1,receiver,1,,,
23,16,39,21,Male,100,27,take,1,stingy,1,2,4,receiver,1,,,
22,19,41,28,Male,66,28,take,1,fair,0,1,4,receiver,1,,,
22,17,39,41,Male,0,0,give,0,fair,0,1,3,receiver,1,,,
41,33,74,35,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
19,17,36,36,Male,100,0,take,1,stingy,1,1,2,receiver,1,,,
22,16,38,58,Female,100,84,give,0,stingy,1,5,4,receiver,1,,,
20,23,43,32,Female,23,8,give,0,fair,0,4,3,receiver,1,,,
59,44,103,23,Male,97,24,take,1,stingy,1,5,4,receiver,1,,,
16,17,33,48,Female,77,24,take,1,fair,0,3,3,receiver,1,,,
31,17,48,26,Male,15,0,give,0,fair,0,3,3,receiver,1,,,
68,72,140,30,Male,49,0,give,0,fair,0,5,3,receiver,1,,,
19,16,35,29,Male,100,5,give,0,stingy,1,4,3,receiver,1,,,
17,16,33,25,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
35,19,54,28,Female,23,0,give,0,fair,0,3,3,receiver,1,,,
20,16,36,47,Female,51,51,take,1,stingy,1,1,3,receiver,1,,,
17,17,34,37,Female,100,25,take,1,fair,0,1,2,receiver,1,,,
18,18,36,33,Female,25,8,give,0,fair,0,4,3,receiver,1,,,
20,16,36,25,Female,15,7,give,0,fair,0,1,2,receiver,1,,,
60,59,119,34,Female,100,6,take,1,stingy,1,4,2,receiver,1,,,
31,38,69,67,Female,96,1,take,1,fair,0,4,1,receiver,1,,,
22,18,40,38,Female,100,0,give,0,stingy,1,1,4,receiver,1,,,
21,16,37,31,Male,88,7,take,1,stingy,1,3,3,receiver,1,,,
42,17,59,32,Female,91,13,give,0,stingy,1,2,3,receiver,1,,,
43,17,60,27,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
33,16,49,30,Female,74,0,give,0,fair,0,4,3,receiver,1,,,
17,16,33,51,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
19,17,36,26,Female,100,100,take,1,stingy,1,3,3,receiver,1,,,
18,16,34,31,Male,100,0,take,1,stingy,1,5,1,receiver,1,,,
42,32,74,22,Male,99,99,take,1,fair,0,1,3,receiver,1,,,
24,24,48,71,Female,100,0,give,0,fair,0,3,3,receiver,1,,,
24,24,48,71,Female,100,0,give,0,fair,0,3,3,receiver,1,,,
25,18,43,21,Female,100,0,give,0,stingy,1,4,3,receiver,1,,,
18,16,34,30,Male,96,0,give,0,stingy,1,5,5,receiver,1,,,
16,16,32,53,Female,100,0,give,0,stingy,1,5,4,receiver,1,,,
17,17,34,23,Male,15,0,give,0,fair,0,3,3,receiver,1,,,
17,16,33,38,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
21,16,37,68,Female,34,35,give,0,fair,0,5,4,receiver,1,,,
66,78,144,32,Male,100,0,give,0,fair,0,1,3,receiver,1,,,
51,47,98,36,Male,50,39,give,0,fair,0,3,2,receiver,1,,,
16,16,32,31,Male,100,0,take,1,stingy,1,1,5,receiver,1,,,
40,19,59,41,Female,60,6,give,0,fair,0,2,3,receiver,1,,,
16,16,32,26,Male,100,0,give,0,stingy,1,2,4,receiver,1,,,
24,18,42,35,Female,100,19,give,0,stingy,1,5,4,receiver,1,,,
34,17,51,29,Female,29,0,take,1,fair,0,1,4,receiver,1,,,
19,18,37,28,Male,13,0,give,0,fair,0,2,5,receiver,1,,,
18,16,34,26,Female,100,0,take,1,stingy,1,5,1,receiver,1,,,
22,16,38,36,Female,0,0,take,1,fair,0,1,4,receiver,1,,,
23,16,39,40,Male,0,0,give,0,fair,0,1,4,receiver,1,,,
25,18,43,45,Male,70,31,take,1,fair,0,4,2,receiver,1,,,
22,16,38,30,Female,51,0,take,1,fair,0,4,4,receiver,1,,,
24,21,45,31,Male,90,59,give,0,stingy,1,4,4,receiver,1,,,
18,16,34,38,Male,89,20,give,0,stingy,1,3,5,receiver,1,,,
16,22,38,25,Female,100,100,take,1,stingy,1,5,3,receiver,1,,,
32,32,64,31,Female,51,29,take,1,fair,0,2,3,receiver,1,,,
24,22,46,43,Male,100,0,take,1,stingy,1,2,2,receiver,1,,,
31,21,52,36,Male,100,0,take,1,stingy,1,5,2,receiver,1,,,
41,27,68,29,Male,62,86,take,1,stingy,1,5,2,receiver,1,,,
22,19,41,70,Female,65,0,give,0,fair,0,1,3,receiver,1,,,
21,20,41,54,Female,26,0,give,0,fair,0,5,2,receiver,1,,,
46,33,79,30,Female,100,15,take,1,stingy,1,3,4,receiver,1,,,
16,16,32,33,Female,100,0,take,1,stingy,1,3,4,receiver,1,,,
17,16,33,24,Female,51,0,give,0,fair,0,5,5,receiver,1,,,
35,26,61,51,Male,27,28,give,0,fair,0,4,4,receiver,1,,,
16,16,32,54,Female,22,21,take,1,fair,0,2,3,receiver,1,,,
18,28,46,30,Male,45,0,give,0,fair,0,4,3,receiver,1,,,
16,16,32,30,Female,100,0,take,1,fair,0,1,4,receiver,1,,,
16,16,32,35,Female,100,0,give,0,stingy,1,2,3,receiver,1,,,
30,18,48,37,Female,0,0,take,1,fair,0,2,1,receiver,1,,,
20,17,37,48,Female,90,13,give,0,stingy,1,4,3,receiver,1,,,
28,19,47,26,Female,74,35,give,0,fair,0,2,4,receiver,1,,,
26,18,44,45,Male,98,0,take,1,stingy,1,4,4,receiver,1,,,
20,16,36,49,Female,100,94,give,0,stingy,1,5,5,receiver,1,,,
16,16,32,56,Male,100,6,take,1,stingy,1,4,3,receiver,1,,,
19,23,42,43,Female,100,0,take,1,stingy,1,3,4,receiver,1,,,
29,27,56,54,Female,51,67,take,1,stingy,1,2,3,receiver,1,,,
19,16,35,22,Male,48,0,give,0,fair,0,2,3,receiver,1,,,
17,16,33,37,Female,61,20,take,1,fair,0,3,1,receiver,1,,,
19,16,35,43,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,29,Female,100,0,take,1,fair,0,5,2,receiver,1,,,
17,16,33,39,Male,97,3,take,1,stingy,1,1,3,receiver,1,,,
22,17,39,27,Male,100,100,take,1,stingy,1,5,1,receiver,1,,,
26,28,54,24,Male,1,5,give,0,fair,0,1,1,receiver,1,,,
21,23,44,49,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
22,16,38,40,Female,100,0,give,0,stingy,1,5,2,receiver,1,,,
28,40,68,26,Female,1,0,give,0,fair,0,5,3,bystander,0,,,
18,16,34,51,Male,100,0,give,0,stingy,1,5,4,bystander,0,,,
18,18,36,35,Female,100,0,take,1,fair,0,5,3,bystander,0,,,
39,25,64,65,Male,0,0,give,0,fair,0,3,4,bystander,0,,,
43,35,78,44,Male,93,61,take,1,stingy,1,1,5,bystander,0,,,
22,16,38,23,Female,23,0,give,0,fair,0,2,3,bystander,0,,,
26,16,42,60,Female,61,25,take,1,fair,0,3,4,bystander,0,,,
22,16,38,66,Female,100,71,take,1,stingy,1,1,4,bystander,0,,,
23,18,41,28,Female,51,10,give,0,fair,0,2,3,bystander,0,,,
30,17,47,25,Female,35,3,give,0,fair,0,3,2,bystander,0,,,
22,20,42,41,Female,100,12,give,0,stingy,1,4,2,bystander,0,,,
47,43,90,44,Male,100,10,give,0,stingy,1,4,3,bystander,0,,,
22,16,38,26,Female,88,63,take,1,stingy,1,4,4,bystander,0,,,
16,16,32,35,Male,100,0,take,1,stingy,1,3,2,bystander,0,,,
37,37,74,25,Male,86,51,give,0,fair,0,3,4,bystander,0,,,
20,16,36,32,Male,94,0,give,0,stingy,1,4,2,bystander,0,,,
38,50,88,26,Female,78,0,take,1,fair,0,5,4,bystander,0,,,
35,30,65,36,Female,64,0,give,0,fair,0,5,3,bystander,0,,,
23,16,39,35,Male,69,0,take,1,fair,0,2,5,bystander,0,,,
18,16,34,24,Male,46,0,give,0,fair,0,4,2,bystander,0,,,
39,16,55,32,Female,0,0,give,0,fair,0,2,3,bystander,0,,,
16,16,32,30,Male,51,51,give,0,stingy,1,3,3,bystander,0,,,
16,16,32,34,Male,100,19,take,1,stingy,1,1,1,bystander,0,,,
38,23,61,25,Male,17,0,take,1,fair,0,5,3,bystander,0,,,
31,26,57,38,Male,24,0,give,0,fair,0,4,2,bystander,0,,,
31,19,50,27,Male,65,34,take,1,stingy,1,4,3,bystander,0,,,
24,16,40,26,Female,0,0,give,0,fair,0,3,4,bystander,0,,,
16,16,32,67,Female,79,8,give,0,stingy,1,3,4,bystander,0,,,
31,16,47,24,Female,72,8,take,1,fair,0,5,3,bystander,0,,,
16,19,35,22,Male,0,0,give,0,fair,0,5,4,bystander,0,,,
23,16,39,36,Female,100,6,give,0,stingy,1,3,4,bystander,0,,,
22,21,43,26,Male,43,0,give,0,fair,0,4,1,bystander,0,,,
27,27,54,32,Female,7,6,give,0,fair,0,5,4,bystander,0,,,
56,44,100,26,Male,65,36,take,1,fair,0,5,3,bystander,0,,,
29,24,53,48,Male,100,0,give,0,stingy,1,3,3,bystander,0,,,
30,18,48,27,Female,17,0,give,0,fair,0,3,4,bystander,0,,,
16,16,32,53,Male,0,0,give,0,fair,0,2,3,bystander,0,,,
30,18,48,31,Male,55,0,take,1,fair,0,1,3,bystander,0,,,
51,50,101,29,Female,69,0,take,1,fair,0,5,3,bystander,0,,,
23,17,40,71,Male,23,80,take,1,stingy,1,4,3,bystander,0,,,
30,30,60,37,Male,78,28,give,0,stingy,1,2,3,bystander,0,,,
26,16,42,56,Male,57,34,give,0,fair,0,4,5,bystander,0,,,
16,16,32,68,Male,19,0,give,0,fair,0,5,2,bystander,0,,,
34,16,50,23,Female,65,7,take,1,fair,0,5,3,bystander,0,,,
40,30,70,61,Male,100,0,take,1,stingy,1,5,3,bystander,0,,,
60,44,104,27,Male,100,0,take,1,fair,0,5,1,bystander,0,,,
26,18,44,38,Female,25,2,give,0,fair,0,2,4,bystander,0,,,
27,33,60,28,Male,41,5,give,0,fair,0,4,3,bystander,0,,,
21,16,37,33,Male,35,0,give,0,fair,0,4,3,bystander,0,,,
18,16,34,36,Female,39,33,take,1,fair,0,2,4,bystander,0,,,
19,16,35,32,Female,92,26,take,1,stingy,1,4,3,bystander,0,,,
33,25,58,32,Female,100,0,take,1,stingy,1,2,3,bystander,0,,,
16,18,34,40,Female,97,29,take,1,stingy,1,3,4,bystander,0,,,
30,31,61,36,Male,71,32,give,0,fair,0,4,2,bystander,0,,,
28,17,45,35,Female,100,1,give,0,stingy,1,1,2,bystander,0,,,
20,16,36,36,Female,100,0,give,0,stingy,1,5,2,bystander,0,,,
18,16,34,65,Female,67,0,give,0,fair,0,5,2,bystander,0,,,
17,16,33,25,Male,32,18,give,0,fair,0,2,3,bystander,0,,,
39,23,62,24,Female,100,20,give,0,stingy,1,4,3,bystander,0,,,
44,37,81,26,Female,100,0,take,1,stingy,1,3,1,bystander,0,,,
37,26,63,29,Female,100,59,take,1,stingy,1,1,4,bystander,0,,,
17,16,33,47,Male,100,50,give,0,stingy,1,4,4,bystander,0,,,
36,29,65,27,Female,87,9,give,0,stingy,1,2,3,bystander,0,,,
23,18,41,25,Female,100,0,give,0,fair,0,2,5,bystander,0,,,
26,26,52,59,Female,100,100,take,1,stingy,1,4,3,bystander,0,,,
18,16,34,33,Female,100,100,give,0,stingy,1,3,1,bystander,0,,,
21,16,37,24,Female,23,22,give,0,fair,0,1,3,bystander,0,,,
39,23,62,49,Female,88,25,give,0,stingy,1,4,2,bystander,0,,,
36,28,64,47,Female,100,16,take,1,stingy,1,5,3,bystander,0,,,
29,23,52,24,Female,0,0,give,0,fair,0,4,4,bystander,0,,,
32,24,56,35,Male,20,0,give,0,fair,0,4,3,bystander,0,,,
22,16,38,43,Female,47,62,take,1,fair,0,4,3,bystander,0,,,
32,20,52,59,Female,95,11,give,0,stingy,1,4,4,bystander,0,,,
16,16,32,45,Male,100,0,take,1,stingy,1,4,4,bystander,0,,,
66,75,141,32,Female,74,78,take,1,fair,0,1,3,bystander,0,,,
16,16,32,57,Male,12,0,take,1,fair,0,4,4,bystander,0,,,
18,16,34,52,Female,100,0,take,1,fair,0,2,4,bystander,0,,,
17,18,35,42,Female,100,80,take,1,stingy,1,5,3,bystander,0,,,
23,16,39,24,Female,92,2,take,1,stingy,1,1,5,bystander,0,,,
61,57,118,27,Female,0,0,give,0,fair,0,1,1,bystander,0,,,
25,22,47,27,Male,17,15,give,0,fair,0,5,1,bystander,0,,,
31,24,55,26,Male,68,70,give,0,fair,0,1,3,bystander,0,,,
25,17,42,27,Male,100,0,give,0,stingy,1,1,2,bystander,0,,,
39,41,80,25,Male,69,52,take,1,stingy,1,4,1,bystander,0,,,
26,17,43,30,Male,95,5,take,1,fair,0,4,1,bystander,0,,,
20,16,36,67,Female,24,0,take,1,fair,0,5,2,bystander,0,,,
21,16,37,26,Female,51,9,take,1,fair,0,5,2,bystander,0,,,
41,24,65,37,Male,100,0,give,0,stingy,1,4,3,bystander,0,,,
24,18,42,27,Female,100,66,give,0,stingy,1,3,4,bystander,0,,,
33,44,77,31,Female,86,14,take,1,stingy,1,4,2,bystander,0,,,
29,18,47,28,Male,0,0,give,0,fair,0,1,4,bystander,0,,,
29,19,48,36,Female,100,0,take,1,stingy,1,5,3,bystander,0,,,
22,16,38,33,Female,77,0,take,1,fair,0,4,5,bystander,0,,,
53,45,98,27,Female,100,16,take,1,stingy,1,5,5,bystander,0,,,
40,25,65,21,Female,100,22,give,0,stingy,1,3,1,bystander,0,,,
20,16,36,37,Male,81,19,take,1,stingy,1,5,4,bystander,0,,,
17,16,33,30,Female,21,0,give,0,fair,0,1,1,bystander,0,,,
21,16,37,63,Female,100,0,take,1,stingy,1,5,4,bystander,0,,,
18,21,39,37,Female,100,0,give,0,stingy,1,4,2,bystander,0,,,
16,16,32,31,Female,57,66,take,1,fair,0,4,3,bystander,0,,,
19,16,35,31,Male,11,6,give,0,fair,0,4,4,bystander,0,,,
16,17,33,63,Male,31,32,take,1,fair,0,4,3,bystander,0,,,
36,46,82,43,Female,100,29,give,0,stingy,1,4,3,bystander,0,,,
16,16,32,55,Male,99,1,give,0,stingy,1,4,1,bystander,0,,,
19,17,36,40,Male,100,5,take,1,fair,0,1,3,bystander,0,,,
33,32,65,26,Male,99,1,take,1,stingy,1,4,1,bystander,0,,,
26,32,58,49,Female,87,18,take,1,stingy,1,4,3,bystander,0,,,
37,44,81,24,Female,100,63,take,1,stingy,1,2,1,bystander,0,,,
43,29,72,37,Male,71,37,take,1,fair,0,3,2,bystander,0,,,
18,19,37,40,Male,99,2,give,0,stingy,1,3,3,bystander,0,,,
24,34,58,34,Male,23,20,give,0,fair,0,4,3,bystander,0,,,
24,18,42,36,Female,83,15,give,0,fair,0,4,4,bystander,0,,,
24,16,40,47,Male,100,21,take,1,stingy,1,1,2,bystander,0,,,
22,16,38,28,Female,9,0,give,0,fair,0,5,4,bystander,0,,,
16,16,32,62,Female,100,0,give,0,stingy,1,4,4,bystander,0,,,
49,39,88,32,Male,28,75,give,0,fair,0,4,1,bystander,0,,,
20,16,36,37,Male,78,20,take,1,fair,0,1,4,bystander,0,,,
35,58,93,48,Female,92,77,take,1,stingy,1,5,4,bystander,0,,,
21,17,38,39,Male,25,0,give,0,fair,0,4,4,bystander,0,,,
22,18,40,31,Female,74,65,give,0,stingy,1,4,3,bystander,0,,,
16,16,32,25,Male,68,0,give,0,fair,0,5,5,bystander,0,,,
59,50,109,20,Female,74,21,take,1,fair,0,2,3,bystander,0,,,
24,18,42,46,Female,100,0,give,0,stingy,1,4,3,bystander,0,,,
16,16,32,31,Female,97,15,give,0,stingy,1,4,1,bystander,0,,,
18,19,37,53,Female,100,12,take,1,stingy,1,5,3,bystander,0,,,
33,20,53,43,Male,77,19,give,0,stingy,1,4,1,bystander,0,,,
29,16,45,21,Female,100,65,take,1,stingy,1,1,3,bystander,0,,,
20,16,36,29,Male,100,0,give,0,stingy,1,1,3,bystander,0,,,
16,16,32,41,Male,58,40,give,0,fair,0,5,2,bystander,0,,,
30,24,54,34,Female,100,0,take,1,stingy,1,2,3,bystander,0,,,
16,16,32,40,Male,75,0,give,0,fair,0,1,3,bystander,0,,,
27,21,48,40,Male,100,19,take,1,stingy,1,5,2,bystander,0,,,
55,33,88,35,Male,75,94,give,0,fair,0,5,2,bystander,0,,,
38,18,56,56,Female,69,26,take,1,fair,0,4,4,bystander,0,,,
25,18,43,51,Female,100,51,take,1,stingy,1,3,3,bystander,0,,,
20,16,36,43,Female,100,5,give,0,stingy,1,5,3,bystander,0,,,
17,17,34,32,Female,100,0,give,0,stingy,1,3,3,bystander,0,,,
43,21,64,30,Male,0,0,give,0,fair,0,1,1,bystander,0,,,
16,16,32,35,Female,100,0,take,1,stingy,1,3,4,bystander,0,,,
18,16,34,52,Female,0,0,give,0,fair,0,3,2,bystander,0,,,
22,16,38,36,Female,100,0,take,1,stingy,1,3,3,bystander,0,,,
59,51,110,23,Female,36,29,take,1,fair,0,3,4,bystander,0,,,
19,16,35,24,Female,95,0,give,0,stingy,1,3,3,bystander,0,,,
34,19,53,34,Female,100,0,give,0,stingy,1,1,4,bystander,0,,,
16,16,32,25,Male,100,76,take,1,fair,0,4,3,bystander,0,,,
28,30,58,59,Female,91,39,take,1,stingy,1,4,3,bystander,0,,,
24,16,40,50,Female,78,31,take,1,fair,0,2,2,bystander,0,,,
42,25,67,62,Female,100,5,take,1,stingy,1,5,4,bystander,0,,,
46,46,92,53,Female,17,0,give,0,fair,0,5,1,bystander,0,,,
30,23,53,54,Male,91,60,give,0,stingy,1,5,4,bystander,0,,,
66,57,123,21,Male,49,51,give,0,fair,0,3,2,bystander,0,,,
20,18,38,27,Female,100,0,take,1,stingy,1,5,1,bystander,0,,,
16,16,32,28,Female,100,1,give,0,stingy,1,2,5,bystander,0,,,
22,18,40,41,Female,90,13,take,1,stingy,1,5,2,bystander,0,,,
22,16,38,24,Male,0,0,give,0,fair,0,5,5,bystander,0,,,
40,18,58,35,Female,91,8,take,1,fair,0,5,4,bystander,0,,,
46,40,86,28,Female,100,100,give,0,stingy,1,4,3,bystander,0,,,
17,16,33,35,Male,100,0,take,1,fair,0,3,4,bystander,0,,,
25,19,44,39,Female,89,44,take,1,stingy,1,5,1,bystander,0,,,
27,17,44,32,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
59,54,113,34,Female,100,0,give,0,stingy,1,3,4,bystander,0,,,
21,19,40,27,Male,100,45,give,0,stingy,1,4,3,bystander,0,,,
20,18,38,31,Female,76,34,give,0,stingy,1,3,4,bystander,0,,,
16,16,32,25,Female,77,0,give,0,fair,0,4,3,bystander,0,,,
17,16,33,43,Male,100,0,take,1,stingy,1,2,3,bystander,0,,,
24,26,50,31,Male,36,5,give,0,fair,0,5,4,bystander,0,,,
64,49,113,34,Male,100,11,take,1,stingy,1,2,1,bystander,0,,,
23,19,42,27,Female,46,42,give,0,fair,0,3,2,bystander,0,,,
38,17,55,21,Male,85,19,take,1,stingy,1,4,3,bystander,0,,,
51,40,91,34,Male,74,0,take,1,fair,0,1,2,bystander,0,,,
26,28,54,36,Female,100,3,give,0,stingy,1,3,2,bystander,0,,,
44,22,66,31,Male,73,36,give,0,stingy,1,3,2,bystander,0,,,
16,16,32,58,Male,50,50,take,1,fair,0,1,5,bystander,0,,,
32,17,49,44,Female,92,35,take,1,stingy,1,2,4,bystander,0,,,
18,16,34,51,Male,100,1,take,1,stingy,1,4,4,bystander,0,,,
37,33,70,31,Male,0,0,give,0,fair,0,1,1,bystander,0,,,
20,20,40,36,Male,0,0,give,0,fair,0,5,2,bystander,0,,,
26,21,47,39,Male,23,0,give,0,fair,0,5,5,bystander,0,,,
24,24,48,27,Female,18,11,give,0,fair,0,5,2,bystander,0,,,
18,16,34,34,Female,19,0,give,0,fair,0,1,5,bystander,0,,,
24,18,42,45,Male,100,0,give,0,stingy,1,5,3,bystander,0,,,
42,24,66,54,Female,100,100,give,0,fair,0,1,1,bystander,0,,,
32,17,49,42,Female,96,24,give,0,stingy,1,3,2,bystander,0,,,
45,40,85,22,Male,92,62,take,1,stingy,1,4,1,bystander,0,,,
17,17,34,27,Male,51,51,take,1,fair,0,1,5,bystander,0,,,
17,17,34,52,Male,65,7,take,1,fair,0,5,4,bystander,0,,,
35,35,70,30,Male,100,0,take,1,stingy,1,4,5,bystander,0,,,
37,25,62,44,Female,36,4,give,0,fair,0,4,4,bystander,0,,,
16,16,32,63,Male,53,45,take,1,fair,0,1,3,bystander,0,,,
27,18,45,29,Male,100,0,give,0,stingy,1,2,3,bystander,0,,,
43,31,74,29,Female,100,9,give,0,stingy,1,3,1,bystander,0,,,
22,18,40,32,Male,11,0,give,0,fair,0,4,3,bystander,0,,,
17,16,33,33,Female,96,1,give,0,stingy,1,2,3,bystander,0,,,
48,50,98,26,Male,99,25,take,1,fair,0,1,1,bystander,0,,,
45,46,91,45,Female,93,14,take,1,stingy,1,5,2,bystander,0,,,
21,19,40,35,Male,0,0,give,0,fair,0,4,4,bystander,0,,,
26,24,50,30,Female,46,21,take,1,fair,0,2,4,bystander,0,,,
17,16,33,39,Female,40,0,give,0,fair,0,4,3,bystander,0,,,
16,16,32,39,Male,82,24,take,1,stingy,1,4,2,bystander,0,,,
31,35,66,47,Male,30,13,give,0,fair,0,1,4,bystander,0,,,
18,16,34,49,Female,97,2,take,1,stingy,1,4,3,bystander,0,,,
36,24,60,32,Female,83,0,give,0,fair,0,4,3,bystander,0,,,
